Nome;CNPJ;UF;CNAE Principal;CNAE Sec;Telefone;Email
LOJA MIRIAM MOTA;42257590000182;MG;4772500;9602502;(31) 0;GUI.CORRETOR@YAHOO.COM.BR
;36969527000176;ES;4772500;4781400,4789001,4729699;(00) 00000000;ALIVIRTUALSTORE@GMAIL.COM
;42414054000143;SE;4772500;4781400,4759899,4757100,4789005;(79) 0;EDENIA908@GMAIL.COM
;42453701000126;SP;4772500;4789099,4781400,4713002;(11) 0;HELENABANDEGARCIA@HOTMAIL.COM
SUNGLOW;42642100000161;RS;4772500;9602502;(51) 12345678;CASTELLI@CASTELLICONTABIL.COM.BR
SPERA;43343586000108;SP;4772500;4618401,4646001,4771701,4789099;(11) 00000001;CONTATO@SPERACAPILARES.COM.BR
;43358203000167;SP;4772500;4781400;(0) 0;INGRIDNSANTANNA@GMAIL.COM
;43633282000177;SP;4772500;;(11) 11111111;MARCIO0OMAT0OS@GMAIL.COM
;37614853000123;PA;4772500;4781400,4783101;(00) 00000000;PIPIDOUMANY@GMAIL.COM
;40419065000190;RJ;4772500;1091102;(21) 00000000;SIMONEDESOUZAJESUS12@GMAIL.COM
;44185987000131;SP;4772500;;(11) 11113665;LIZARRAGA.PABLO@GMAIL.COM
;44447428000152;RJ;4772500;;(21) 0;SANDRA.R1965@HOTMAIL.COM
;44544860000161;SP;4772500;4752100,4789099,4781400,4751201,4713002,4782201,4774100,4783101;(11) 11780857;LIVRESTOREMAKE@GMAIL.COM
;44728621000161;SP;4772500;4723700;(0) 0;SOLANGENUNESDEOLIVEIRA2016@GMAIL.COM
SRUBISTORE;44857564000110;SP;4772500;4781400;(11) 0;SRUBISTORE@GMAIL.COM
;44945732000120;ES;4772500;9602502;(0) 0;LOJAVICIA@GMAIL.COM
;45174523000192;SP;4772500;4781400,4713002,4729699;(19) 0;LUISAANASOPHIA@GMAIL.COM
;45184832000143;MG;4772500;;(35) 0;SIMOESPAULINHA@HOTMAIL.COM
;45392141000135;SP;4772500;5229099;(11) 00000000;LEOMAXSP.96@HOTMAIL.COM
;45623554000183;SP;4772500;;(11) 13146999;LINERUIS_2015@HOTMAIL.COM
;45759019000154;RJ;4772500;;(21) 11111111;XXXXXXXX@XXXXX.XXXXXXX
;46034241000152;RS;4772500;4781400,9602502;(11) 15885316;MARTINCOPRO@HOTMAIL.COM
;46093417000147;SP;4772500;4781400,4789001;(17) 0;PIREVANIA31@GMAIL.COM
DUBAY STORE;46643165000182;SP;4772500;4755502,4755503,4763601,4781400;(11) 11111111;XXX@XXXX.XXX.XXX
;46883426000131;SP;4772500;;(11) 15803609;VLGRAVE@YAHOO.COM.BR
;47485021000108;SP;4772500;;(19) 0;DANYELLA_LACERDA@HOTMAIL.COM
;47542712000104;RJ;4772500;4781400;(21) 11111111;SEMEMAIL@SEMEMAIL.COM
HANUKKAH COSMETICOS E VARIEDADES;47612298000154;RJ;4772500;4789099,4713002,4755502,4789005;(21) 0;EDNAANASCIMENTO@HOTMAIL.COM
RAYZA COSMETICOS E PERFUMARIA;48079569000110;SP;4772500;4712100;(11) 11156494;SUZYRUTTE30@GMAIL.COM
;48387897000184;SP;4772500;;(19) 00000000;ANAVITORIAROSARIOO@OUTLOOK.COM
;48472547000116;MS;4772500;;(48) 00000000;BENTOALINEE@GMAIL.COM
ESPACO MORENA TROPICANA;48597045000111;RJ;4772500;8690904,9602501,9602502;(21) 11111111;LEGALIZACAO09@GMAIL.COM
;49040086000175;RN;4772500;4789099,4789001;(0) 0;RUDINEY_FREITAS@HOTMAIL.COM
;48738814000154;SP;4772500;;(11) 11087797;NATUREZAECOA@GMAIL.COM
;49317792000111;SP;4772500;5612100,4789007,4789004;(11) 17809487;BRUNOFREITASDOROSARIO@GMAIL.COM
SCARLETT MAKE JD. MYRNA;42249525000296;SP;4772500;4713002,4759899,4781400,4783101;(11) 14185224;KAMIFONSECA.SILVA@GMAIL.COM
TIGROX;49753461000124;SP;4772500;4751201,4752100,4753900,4757100,4774100,4781400,4782201,4782202,4789001;(11) 17807754;TIGROXLTDA@GMAIL.COM
HX SOLUCOES;49779584000134;SP;4772500;4637199,4646001,4729602,4729699,4771703,4789099,4930201,4930202,5250804,7020400,7319003,7490104,8020001,8211300,8219999;(11) 10011073;HALLANRF@GMAIL.COM
KISSLOV;49975800000117;SP;4772500;4781400,4759899,4789099,4757100;(11) 17661954;ADM@KISSLOV.COM
;50054285000111;SP;4772500;4789099,4773300,4789004;(11) 16114545;MARCEL.TOM.JG@GMAIL.COM
TEM TUDO IMPORT;43532033000276;SP;4772500;4759899;(21) 11111111;JC95395607@GMAIL.COM
;50327486000145;PE;4772500;9602501,9602502;(00) 00000000;NATHANYOLIVEIRA353@GMAIL.COM
DK ESSENCIAS E AROMATIZADORES;50422340000189;AM;4646001;;(92) 11111111;XXX@XXX.XXX
;50515820000194;SP;4772500;;(11) 0;GUILHERMESILVADEALMEIDA94@HOTMAIL.COM
;50829941000100;SP;4772500;4729601,7319002,9609206,5612100,5611201,5611204,5611205;(11) 13531108;THAYNALIMA39997@GMAIL.COM
;51042404000189;SC;4772500;4637199,4644301,4729699,4751201,4759801,4759899,4763601,4789001,4789099;(41) 04419000;FINANCEIRO@PETROMAISADM.COM.BR
;51343104000130;RJ;4772500;4781400,4755503;(21) 0;DAVITATIANA541@GMAIL.COM
;51406204000168;PE;4772500;;(0) 0;CLEITONPEREIRALIRA@HOTMAIL.COM
;51786178000140;SP;4772500;;(00) 00000000;MICAELA.MONFARDINI@HOTMAIL.COM
;51966961000196;SP;4772500;4789099,4781400,4789001,4729699,4713002,2349499,4773300,3299006,3299099,3212400;(11) 0;PATYDUDI@GMAIL.COM
IMPERIO COSMETICOS LTDA;45299782000140;SP;4772500;4755503,5211799,5320202;(11) 18748030;JAQUE@JSOUSACONTABIL.COM.BR
;52041945000155;RS;4772500;4781400;(51) 00000000;GRALLMOTOS@HOTMAIL.COM
;52063790000158;SP;4772500;4781400,4789001,4782201,4783102,4783101;(15) 0;BAL.LARIN@HOTMAIL.COM
;52166701000107;MG;4772500;;(34) 0;JOSIELESIQUEIRA.85@GMAIL.COM
;52200533000110;RJ;4772500;4781400,7319002;(00) 00000000;ARIELLEGUIMARAES9@GMAIL.COM
;52307472000195;SP;4772500;;(0) 0;MATHEUSDIASMAACEDO@GMAIL.COM
;52496935000104;SC;4772500;;(49) 12345667;ANAJULIAZANELLAMACEDO@GMAIL.COM
;52505607000127;SP;4772500;;(00) 00000000;CONTATOSAIDAROMAS@GMAIL.COM
;52742569000126;MS;4772500;;(67) 0;MGSOUZA.DF@GMAIL.COM
;53207764000119;SP;4772500;9602501;(11) 12947020;CLUBEDASUNHASSHOP@GMAIL.COM
;53511059000100;SP;4772500;4789099,4789001,4781400,4729601,4751201,4759899,4755502,4755503,4763601,4789007,4782201,4783101;(11) 11949375;ADMIN@COMNATIX.COM.BR
;53618345000170;MG;4772500;;(31) 0;ANA09091968@GMAIL.COM
;53624951000106;SP;4772500;5320202;(11) 15755400;AIMEE.VITORINO@GMAIL.COM
;53768989000144;SP;4772500;4729699;(11) 16539737;BRICENOYOSELYN@GMAIL.COM
;53795248000152;SP;4772500;;(0) 0;THAYNASAB@HOTMAIL.COM
;53887049000174;SP;4772500;4789003,4789099,4729699,8219999,9529105,4783101,3329501;(11) 11111111;MARIASANTTOS1406@GMAIL.COM
;53928179000108;CE;4772500;4742300,4789099,4781400,4789001,4723700,4759899,4713002,4755503,4763601,3299002,4789005,5611205;(88) 00000000;SEMCAD@GMAIL.COM
;54134714000111;PB;4772500;;(0) 0;JONASVENDAS2131@GMAIL.COM
;54159896000185;SP;4772500;4789099,4781400,4759899,8599604,3299006;(11) 14336669;LIVIACASTROVIEJOPERFUMARIA@GMAIL.COM
;54162348000104;RJ;4772500;5229099;(22) 0;THACYARA12MARTINS@GMAIL.COM
;54464226000172;SP;4772500;5620104,4781400,1091102,3299099;(11) 0;SOARES.LUANA40@GMAIL.COM
;54604578000186;SP;4772500;4781400,4763602,4753900;(11) 0;DROP.VENDAS2000@GMAIL.COM
;54705976000199;RJ;4772500;;(24) 0;SH.CORREALUZ@GMAIL.COM
;54779010000104;SP;4772500;4789099,3299006,4789005;(11) 0;DMEPERFUMES@GMAIL.COM
;44642661000277;SP;4772500;4646001,4712100,4753900,4754701,4759899,9602501,9602502;(11) 10303693;VALDENICELIMA3@GMAIL.COM
;54821071000184;SP;4772500;;(11) 17470775;NATANAEPEDRO@GMAIL.COM
C'ANIMA;54874943000172;SP;4772500;4618401,4618499,7020400,7319002,7319003,7319004,7319099,7490104;(11) 19130313;CONTATO@CANIMA.COM.BR
;55017318000177;SP;4772500;;(11) 17926129;KATHLYNAA@GMAIL.COM
;55091555000188;SP;4772500;;(11) 0;FABIANAMON762@GMAIL.COM
CLICK BELEZA;42671284000430;MS;4772500;4713004,9602501;(11) 12442705;M3MANABE@GMAIL.COM
;55195521000133;RJ;4772500;4789099,4789001,4752100,4781400,4729699,4759899,4755503,4763601,4753900,4785799,4782201,4783101;(21) 0;SIMONEBARROS547@GMAIL.COM
;55280004000162;SP;4772500;;(11) 10084339;ROBERTO.OLIVEIRA.CONTABIL@GMAIL.COM
;55286180000101;SP;4772500;;(15) 0;FERNANDAMEIRAS@HOTMAIL.COM
;55376726000115;SP;4772500;4789099,4755502,4763601;(0) 0;PRISCILACLARES@GMAIL.COM
;55403036000108;SP;4772500;4755501,4782201;(11) 0;PAULAGR.MARTINS@GMAIL.COM
;55461862000103;SP;4772500;4712100,4744001,4755502,4755503,4759899,4761001,4761003,4763601,4789004,4789099;(11) 00000001;CONTATO@CONTATO.COM.BR
;55481053000163;SP;4772500;;(11) 13564879;CS6901076@GMAIL.COM
;55677179000108;SP;4772500;;(11) 10792123;PEDROSANTOS.HRSNTS@GMAIL.COM
;55747228000131;SP;4772500;;(11) 0;LUANA.DIVERGENTE41@GMAIL.COM
STAR BRAND COLLECTION;55747800000162;SP;4646001;4772500;(11) 10202030;ALEXANDRE.MHZ@GMAIL.COM
;55804886000118;PA;4772500;;(0) 0;ISADORAMANUELLA19@GMAIL.COM
;55814177000113;SP;4772500;4781400,4759899,4755503;(11) 0;LEIALAURINDO@HOTMAIL.COM
;55958655000169;SP;4772500;4789003,4756300,4783102,4783101;(18) 0;VELASQUESDUDU174@GMAIL.COM
;55973315000107;SP;4772500;;(11) 0;ADRIANOGALVAO62@GMAIL.COM
;55998291000140;RJ;4772500;;(21) 0;DUMARFRAGRANCIAS@GMAIL.COM
;56077060000167;BA;4772500;4781400,4789099,4729699,4713002,4759801,4755503;(73) 0;RICARDO-JESUS04@HOTMAIL.COM
;56101158000102;SP;4772500;4781400,4763602;(11) 00000000;RMPN.EMPRESAS@GMAIL.COM
;56218104000121;SP;4772500;4789003,4789099,4789001,4713002,4729699,3299099;(13) 0;LAINEKISS@HOTMAIL.COM
;57037002000172;SP;4772500;4781400,4789001,4713002,8599605,4785799;(11) 00000000;MARTINEZZ.CAMILA@GMAIL.COM
ARMONIA HAIR CARE;57051694000103;RS;4772500;4729602,4755503,4761002,4763601,9602501;(55) 00000001;PRA-P@HOTMAIL.COM
;57120291000179;SP;4772500;;(11) 0;SILVIACLAUDINO@LIVE.COM
;57292788000174;SP;4772500;4781400,4751201,7319002,4755502,9602502;(11) 11274399;ANACAROLLIMA023@OUTLOOK.COM
;57368989000108;SP;4772500;4789099,4721103,3101200,5612100,4755502,4724500,4754701,4773300,4789005;(11) 0;ANACRISTINAANDRADE81@GMAIL.COM
;55456988000432;SP;4772500;4789001;(11) 11111111;O3M@FRANQUIAO3M.COM.BR
;57379769000180;MG;4772500;;(33) 0;FERNANDA_PAULA_2007@HOTMAIL.COM
VIVASHOP BRASIL LTDA;57674465000145;SP;4772500;4751201,4757100;(11) 13596929;VIVASHOPBRASIL@GMAIL.COM
;57890403000170;RJ;4772500;4781400,4751201,9609206;(0) 0;SAMUCA3349@GMAIL.COM
R D COMERCIO DE AUTOPECAS E ACESSORIOS;51595094000120;SP;4772500;4511103,4530701,4530703,4530704,4541202,4751201,4752100,4759899,4763601,4781400,4782201,4782202,4789001,4789099;(11) 13006301;DURICHML@GMAIL.COM
;58309364000138;SP;4772500;9609208,2349499;(19) 0;GLORIAMARTINSMGM@GMAIL.COM
;58319375000107;SP;4772500;;(11) 11111111;DOUGLAS.RP096@OUTLOOK.COM
;58385027000120;SP;4772500;;(09) 16249723;MORAESOTAVIO850@GMAIL.COM
;58497356000162;SP;4772500;;(0) 0;PO427618@GMAIL.COM
;58676662000166;RJ;4772500;;(21) 0;IVANILZANENA69@GMAIL.COM
;58784912000181;SP;4772500;;(11) 14060377;JESIQUINHA3@GMAIL.COM
;58799376000198;SP;4772500;9602501;(11) 0;NATHALYLEITEIMPORTS@GMAIL.COM
PGENIO COSMETICOS;58635783000160;DF;4772500;4729601,4789001,5320202;(61) 19816530;PONTOGENIO@GMAIL.COM
;58951018000159;SP;4772500;;(11) 13542686;KAMILLYGENERATTO@ICLOUD.COM
;59008225000137;SP;4772500;;(11) 11910614;THIAGOVALOTTO@YAHOO.COM.BR
;59447149000166;SP;4772500;;(11) 13469025;MAYSAEDUARDA1610@GMAIL.COM
;59677274000162;RJ;4772500;;(22) 00000000;MILTONADVOGADO73905@GMAIL.COM
;59765376000130;AM;4772500;4789099;(92) 00000000;COMERCIAL.DELIGHTS@GMAIL.COM
;59860621000198;ES;4772500;4752100;(27) 0;JEAN-CPA@HOTMAIL.COM
;59963200000192;MG;4772500;;(31) 0;HADASSAAPPLE@GMAIL.COM
;59985019000187;SP;4772500;;(11) 0;CONTATO@BAURI.COM.BR
;60151587000161;SC;4772500;;(0) 0;ROBSONHUMENHUK@GMAIL.COM
;60220437000162;TO;4772500;4623103,4645101,4645103,4646002,4713004,4741500,4742300,4743100,4744001,4744002,4744003,4744005,4752100,4753900,4754701,4754702,4754703,4755503,4757100,4759801,4759899,4763602,4763604,4773300,4781400,4782202,4789004,4789099;(11) 18510455;TNLEGALIZACAO@GMAIL.COM
;60651806000171;GO;4772500;;(61) 0;TAIZELIMAMOURA@GMAIL.COM
;60770134000113;SP;4772500;;(0) 0;BELLAKOOKIE88@GMAIL.COM
IP COSMETICOS;60815624000199;SP;4772500;4729699,4781400;(11) 11111111;IGORCAHANOVICH1@GMAIL.COM
;60955324000105;PE;4772500;4781400,4789099;(87) 12345678;IFC@GMAIL.COM
;61134218000123;SP;4772500;4789001;(11) 0;JAIMEIMPERIO2@GMAIL.COM
;61136139000151;SP;4772500;;(11) 0;GISLENETORRES25@GMAIL.COM
;61221013000185;PA;4772500;;(94) 0;MYLLA2292@GMAIL.COM
;61238544000180;RJ;4772500;;(00) 00000000;DAVIMOURACAMPOSM@GMAIL.COM
;61374040000198;RJ;4772500;;(21) 0;JORGEPEREIRA2600@GMAIL.COM
;61407075000186;SP;4772500;4781400,9602501,7319002,8299707,9602502;(11) 17880798;CONTATOSHEOWNER@GMAIL.COM
;61470224000151;RS;4772500;;(54) 0;NICOLESTEFFANI27@GMAIL.COM
;61553071000106;PR;4646001;4649410,4649499,4763601,4772500,4789001;(41) 12345678;A@A.COM.BR
;61607516000193;SP;4772500;;(11) 0;CAMILA.NEEVES@OUTLOOK.COM
TP DISTRIBUICOES;61757042000166;GO;4646001;4637199,4642701,4646002,5211799;(11) 11111111;
;61848235000122;SP;4772500;4781400,4789001,4755503,4754703,4789004;(11) 14453495;RNASCTO3312@GMAIL.COM
;61901319000182;SP;4772500;5320202,5320201;(12) 0;ELIABEHONORATOSJC@GMAIL.COM
;61903117000170;DF;4772500;4781400,4783101;(61) 0;ANAPAULA.COMPANY23@GMAIL.COM
IMPLACTY HAIR;50293218000150;SP;4772500;4646002;(11) 10635853;IMPLACTYHAIRCOMERCIAL@GMAIL.COM
;44624210000126;SP;4772500;1096100,4723700,1091102,5611201,5611203,1094500,5320202,5620104,5620103,4781400,5612100,4755503,5229099,5320201;(11) 11060029;ALINELIMADEMENDONCA@GMAIL.COM
;61973051000194;GO;4772500;;(64) 0;FODOBE8298@KLOUDIS.COM
;62012569000124;SP;4772500;;(11) 10395123;AMELMIGUEL1912@GMAIL.COM
;62018990000142;SP;4772500;4789099,4789001,3101200,1093701,5620104,9602501,4729699,5612100,1629301,4785799,9602502,3299099,4783101;(15) 0;DANICRIS.J93@GMAIL.COM
;62025100000120;PA;4772500;;(64) 0;LOLEMA2577@NICEXT.COM
;62059349000156;SP;4772500;4781400,4789001,4755502;(11) 14755010;MARIABONITACA.OFICIAL@GMAIL.COM
;62187473000105;SP;4772500;;(11) 13651157;LEILA.FERREIRA1@HOTMAIL.COM
;62227895000159;ES;4772500;;(11) 00000000;HOZANAGAI@GMAIL.COM
;62260838000171;SP;4772500;4713002;(18) 0;ARIANA_SUD@HOTMAIL.COM
;62325339000115;SP;4772500;4789099;(11) 14883399;JANEONOCHIE95@GMAIL.COM
;62366706000129;RJ;4772500;9602501;(21) 00000000;RPCOSMETIC1@GMAIL.COM
;62370365000165;PE;4772500;4781400,4789001,4755503;(87) 0;SOLEDNA05@GMAIL.COM
;62409320000157;ES;4772500;9602502;(28) 0;INGLID.FAGUNDES99@OUTLOOK.COM
;62481937000183;RJ;4772500;;(21) 0;CONTATOTHAINAMACHADO@GMAIL.COM
;62601890000144;SC;4772500;4789099,4723700,7319002,9609202,8230001,5620102,4729601,4763604,4729699,4754702,4759801,4763602,4754703,4782201,4789007;(47) 0;ALCANCE2021@GMAIL.COM
;62667007000119;SP;4772500;;(19) 0;NATY.BBDEUS@HOTMAIL.COM
LISTAR GLOSS;58318470000269;SP;4772500;1412601,4530701,4530703,4641901,4643502,4649406,4713002,4744001,4751201,4752100,4753900,4754703,4755502,4761003,4763601,4774100,4781400,4782202,4783102,4789001,5211799,5320202;(11) 11111111;NA@NA.COM
;62921274000170;MA;4772500;;(98) 00000000;MWSA1519@GMAIL.COM
ZENZURT COMERCIO DE COSMETICOS;63176675000106;SP;4772500;;(11) 19943050;ZENZURT@PM.ME
;63256601000180;SP;4772500;4781400,4789001;(19) 0;MAKEMANIA0724@HOTMAIL.COM
;63315411000196;SP;4772500;;(16) 0;JESSICAFHPARRA@GMAIL.COM
;63335825000187;SP;4772500;9602501,4729699;(11) 15603326;JKPRODUTOS00@GMAIL.COM
;63440123000163;MG;4772500;4783101;(31) 11111111;DEDSABINOCONTABILIDADE@YAHOO.COM
PERFUMARIA SUMIRE;63454741000162;SP;4772500;;(11) 19999999;ADM@GERCONT.COM.BR
;63491893000135;RJ;4772500;;(21) 0;ANACLARACARLOS2014@GMAIL.COM
;63507474000144;SP;4772500;;(11) 0;MARINA.BIANCARDI@GMAIL.COM
;63545702000170;SP;4772500;5819100,4789002,4789003,4789001,1749400,1359600,8230001,5811500,5812302,5912099,4729699,4755503,4785799;(11) 15615953;VIVISANT73@GMAIL.COM
;63551765000130;RO;4772500;;(11) 0;GABRIELLEDASILVASANTOS82@GMAIL.COM
VICKY S;00002809000152;SP;4772500;4761003,4763601,4781400,4782201,4789001;;
COMESTICA PRIMAVERA;00011216000152;SP;4772500;;;
;04974298000191;MA;4772500;;;
;03404684000185;SP;4772500;;;
;00124089000106;RS;4772500;;;
PERFUMARIA & PRESENTES TROPICAL;01754695000160;SP;4772500;;;
CABELO & CIA;01765309000135;PB;4772500;;;
;03433797000109;SP;4772500;;;
NOVA GERACAO COSMETICOS E PERFUMARIA EM GERAL;00153471000130;RS;4772500;;;
VANITA COSMETICOS;00168763000146;SP;4646001;;;
DROGARIA GIOFARMA;03463605000107;SP;4772500;;;
;03466808000157;SP;4646001;4642701,4772500,4781400;;BETOCABRERAGARNICA@GMAIL.COM
O BOTICARO;01809326000127;GO;4772500;8299799;;
;00180285000190;RS;4772500;;;
;01831082000189;BA;4772500;4781400,4782201,4782202,4783101,4783102;;
;01856175000168;SP;4772500;7420003,8219901;;
;01048688000657;RJ;4772500;;;
JUPTER PERFUMARIAS;03587292000107;DF;4772500;;;
;05254140000100;PB;4772500;;;
AZALEA PERFUMARIA E ARMARINHOS;00303289000118;MT;4772500;;;
ARMARINHO PACALUYO;03599991000169;PE;4772500;;;
HAIR DESING INSTITUTO DE BELEZA;05311236000162;PA;4772500;;;
CONQUEST CABELEIREIROS;03667218000192;SP;4772500;9602501;;
CELEIRO DOS COSMETICOS;05339819000100;RS;4772500;;;
;02002900000101;SP;4772500;;;
;03698241000144;SP;4772500;;;
;03732504000194;SP;4772500;;;
ESSENTIAL PARFUMS;00374436000302;CE;4772500;;;
;02112580000134;RS;4646001;;;
R A GUIMARAES REPRESENTACOES;00499860000111;PR;4772500;;;
ADEGA PERFUMADA;03806466000177;PR;4772500;;;
;03826710000163;RJ;4772500;;;
DISTRIBUIDORA POLIANA;01093699000225;DF;4646001;;;
;01473921000215;MA;4772500;;;
;02168610000124;SP;4772500;;;
O BOTICARIO;01557571000356;SC;4772500;;;
L. N. COSMETICOS & CIA;03864697000137;BA;4772500;;;
PERFUMARIA SARANDI;01617017000236;MG;4772500;;;
;00613103000127;SP;4772500;;;
DISTRIBUIDORA 30;02755902000244;RS;4646001;;;
;05632638000169;RJ;4772500;;;
AVON INTERNATIONAL OPERATIONS, INC.;05636124000181;EX;4646001;;;
;02282541000185;RS;4646001;;;
;05704597000179;SP;4772500;9602502;;
HARAS BAR;02355173000158;SP;4772500;;;
;04904901000240;PR;4772500;;;
YUSS;02382605000110;SP;4646001;;;
MC COSMETICOS;04998556000250;RS;4772500;;;
;04100282000150;SP;4772500;;;
;05230009002318;AL;4646001;;;
RELVA COMERC IO E REPRESENTACOES;04104763000133;AP;4646001;;;
DECA;05763653000146;SP;4772500;;;
AROMA E BANHO;04143060000114;SP;4772500;;;
;04152673000118;SP;4772500;;;FISCAL05@PWRASSESSORIA.COM.BR
O BOTICARIO;09042482000389;PE;4772500;8299799;;
O BOTICARIO;09122151000359;RN;4772500;8299799;;
CENTRO DE OPERACOES DE PRODUTOS COSMETICOS;00852912000191;RS;4772500;;;
PERFUMARIA ROSIMAR;00889464000109;RS;4772500;;;
;05941516000154;RJ;4772500;;;
JOFRAN COSMETICOS;02571977000194;RS;4772500;;;
;07475542000160;SP;4772500;;;
;21174305000270;DF;4646001;;;
RONNE ROG;00969027000197;MA;4772500;;;
MAGDA COMERCIO E REPRESENTACOES;00974939000157;RS;4772500;;;
COSMETICOS & CIA.;06006544000147;BA;4772500;5611203,9602501;;
GIOVANI COSMETICA;04371961000163;MG;4646001;4649499;;
LANNA BEAUTY COSMETICOS;01028108000155;GO;4772500;;;
COTIRO COSMETICOS;06116450000120;SC;4772500;4754701;;
;06122236000187;SP;4772500;;;
EMPORIO PERFUMARIA;06123484000142;SP;4772500;;;
ERVAMAR;06141384000149;SC;4646001;;;
;73112476000198;SP;4772500;;;
CASA DAS FRALDAS;06149846000174;MA;4772500;4782201,4781400;;
J.L ARMARINHOS;01105439000141;PR;4772500;4789005,4761003,4789007,4721104;;
;01110529000120;RS;4772500;;;
;34552042000580;PE;4772500;;;
;02747607000165;MG;4772500;;;
;55835904000129;SP;4772500;;;
;06199326000176;RJ;4772500;;;
AROMAS E CORES;06201103000104;SP;4772500;;;
;04532185000136;SP;4772500;;;
ALQUIMIA;01170785000103;MT;4772500;;;
M.K.J - IRMAOS CABELEIREIROS;06225390000184;SP;4772500;;;
;01204550000195;SC;4772500;;;
KANTO DOS PERFUMES;06255637000105;CE;4772500;;;
;02827297000199;SP;4772500;;;
;56409600000162;SP;4772500;;;
;74415035000128;SP;4772500;;;
CETEMA;06286661000101;RN;4772500;4729699,8599604,9602502;;
COSMETICOS K&K;01238722000141;TO;4772500;;;
;74609967000101;SP;4646001;;;
;52087749000707;SP;4772500;8299799;;
;52087749000898;SP;4772500;8299799;;
JULY PERFUMARIA;37602190000127;GO;4646001;;;
PAULINHO CABELEIREIRO;06376887000101;SP;4772500;9602501;;
;20423091000185;MG;4772500;4713002,4781400,4789001;;
MAISON ROSA QUEIROZ;38054607000127;DF;4772500;;;
;60854916000300;CE;4646001;;;
;06893497000109;PR;4646001;4618499;;
;21172903000120;MG;4646001;;(0031) 06210472;FANAPE@METALINK
;21316534000100;MG;4772500;;;
;76838929000156;SC;4772500;;;
;39269535000106;ES;4772500;;;
HAPPY PRESENTES;03018018000109;PR;4772500;;;
KIND INDUSTRIA E COMERCIO DE SABONETES;39415039000105;RJ;4646001;2063100,4772500;;
;58699927000141;SP;4772500;;;
S & S COSMETICOS;04844016000131;BA;4772500;;;
;07020065000148;SP;4772500;4712100,4723700,4729699,4744001,4752100,4759899,4761003,4763602,4781400,4789001,4789004,4789005;;
;74609967000454;SP;4772500;;;
;59106427000111;SP;4772500;;;
;07053220000122;SP;4772500;;;
;59356709000177;SP;4772500;;;
HIDRAT BELA;04884108000145;CE;4772500;;;
AQUARIUS COSMETICOS E PERFUMARIAS;01485705000109;GO;4772500;;;
DUDU COSMETICOS;07080036000171;RJ;4772500;;;
ROUGE & BATON;04902189000169;ES;4772500;4753900;;
;04902924000134;PR;4772500;;;
;01512034000128;CE;4772500;;;
A NOVA MISSIANA;41141540000172;PB;4772500;4785701,4789003,9602501,9609299;;
CIA DAS ESSENCIAS;22710602000175;MG;4772500;4789001;;
VICTORIA;04930825000166;RJ;4772500;;;
;41237827000109;PE;4772500;;;
;41239500000168;PE;4772500;;;
;07169166000185;SP;4772500;4789099,4759899,4755502,4755503;(00) 00000000;CONTRATUAR@GMAIL.COM
;41725847000110;MG;4772500;8299799;;
COMPRAZZO COMERCIO E REPRESENTACAO;01570427000198;AM;4772500;;;
;60687522000135;SP;4772500;;;
;23658370000116;MA;4772500;4755501,4755502,9313100;;
LOJAS KOLLINAS;03261801000107;PE;4772500;;;SHALOM123.PERFUMARIA@GMAIL.COM
GLAMOUR;01616612000176;SP;4772500;;;
;79682340000108;SC;4772500;;;
;03276518000140;SP;4772500;;;SAC@FLORENCYSTORE.COM.BR
;79825949000180;SC;4772500;;;
TOP XENNY DISTRIBUIDORA DE COSMETICOS;07280379000180;BA;4646001;;;
CORES E BRILHOS;80285877000105;PR;4772500;;;
FAFI REPRESENTACOES LTDA;07313850000199;BA;4772500;;;
LA BELLE;25517871000108;MG;4772500;;;
PHYTO HAIR DISTRIBUIDORA;07376597000112;MG;4646001;;;FF.CONTABIL@YAHOO.COM.BR
;45542925000100;SP;4772500;;;
;63587182000169;MA;4772500;;;
;82687997000164;PR;4772500;;;
PROCOL;83727818000138;SC;4772500;;;
PERFUMARIA LURDES;27873314000155;RJ;4772500;;;
CASA DO ALICATE;65279515000118;MG;4772500;4781400;;
;28191781000168;RJ;4772500;4753900,4757100,7319002,7490104;;
CASA DO ESTETICISTA;28333227000178;RJ;4646001;4753900,4754701,4754703,4757100,4763602,4772500,4773300;;
L ACQUA DI FIORI;85010411000110;PR;4772500;;;
;85058519000183;PR;4772500;;;
PETRA;49270655000179;SP;4772500;4646001,4646002,8299799;(0011) 08832966;FINANCEIROPETRA@PETRACOM.COM.BR
;28841963000137;RJ;4772500;;;
TULIAN;49276975000136;SP;4772500;4645101,4649404,4753900,4763601,4763602,4763603,4773300,4781400;;
LAGOMAR PERFUMARIA;29845195000152;RJ;4772500;;;
BLANCHE;67110056000170;SP;4772500;;;
;67786582000154;SP;4772500;;;
CARISMA DISTRIBUIDORA;31226525000173;RJ;4772500;;;
O BOTICARIO;31228208000196;RJ;4772500;;;
JBF COMERCIO E REPRESENTACOES;31282882000159;ES;4772500;;;
;68387901000111;SP;4772500;;;
;68871276000189;SP;4772500;;;
L'ENVIE;32131989000169;RJ;4646001;;;
;32284978000119;RJ;4772500;;;
GLOSS COSMETICOS;69237170000190;SP;4772500;4623109,4649499,4686902,4712100,4721104,4729602,4744099,4755503,4781400,4789001,4789099;;
GONZAGA & SILVA;33491028000128;DF;4772500;;;
;71338503000110;MG;4772500;;;
